n_samples,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z
169,-3.35877871513366680,-0.60305345058441160,-40.81679534912109600,8.34139858398437600,5.26724365234374960,-0.38905776977539056
170,-3.46564888954162600,-0.68702292442321776,-40.83969497680664000,8.15105955200195200,5.56771596069335920,-0.39624037475585936
171,-3.38167929649353040,-0.65648853778839112,-40.53435134887695200,7.94156690673828160,5.84783755493164000,-0.38187516479492184
172,-3.38931298255920400,-0.63358777761459352,-40.69465637207031200,7.72130035400390560,6.13155045166015600,-0.37948096313476560
173,-3.34351134300231920,-0.63358777761459352,-40.46564865112304800,7.49983670043945280,6.40448944091796880,-0.37110125732421872
174,-3.37404584884643560,-0.65648853778839112,-40.56488418579101600,7.25802233276367200,6.67144292602539040,-0.36032734985351560
175,-3.35877871513366680,-0.64122140407562256,-40.38167953491211200,7.01022246093749920,6.92642540283203120,-0.36032734985351560
176,-3.38167929649353040,-0.67938929796218872,-40.61832046508788800,6.75883128662109360,7.18619628295898400,-0.34476503906250000
177,-3.35114502906799320,-0.65648853778839112,-40.56488418579101600,6.48828649902343760,7.42322224731445280,-0.34596213989257812
178,-3.40458011627197280,-0.65648853778839112,-40.71755599975585600,6.22133301391601520,7.65306560668945280,-0.33399113159179684
179,-3.35877871513366680,-0.64885497093200680,-40.63358688354492000,5.93283171386718720,7.86854375610351520,-0.32202012329101560
180,-3.38167929649353040,-0.64885497093200680,-40.48854827880859200,5.64792171630859280,8.08402190551757760,-0.33039982910156244
181,-3.35877871513366680,-0.63358777761459352,-40.60305404663085600,5.34385810546874960,8.27675513916015520,-0.31004911499023436
182,-3.40458011627197280,-0.66412216424942016,-40.76335906982421600,5.05296260375976560,8.46589707031249920,-0.30885201416015624
183,-3.35877871513366680,-0.63358777761459352,-40.43511581420898400,4.72615407714843680,8.64546219482421760,-0.29209260253906248
184,-3.43511462211608880,-0.65648853778839112,-40.51145172119140800,4.41849916381835920,8.80228240356445280,-0.28850130004882812
185,-3.38931298255920400,-0.67175573110580448,-40.48091506958008000,4.10126744384765680,8.95431420898437440,-0.28610709838867188
186,-3.35877871513366680,-0.67938929796218872,-40.51908493041992000,3.76368500976562480,9.09676920776367200,-0.26575638427734372
187,-3.42748093605041520,-0.67938929796218872,-40.83206176757812800,3.44166488647460920,9.24042130737304640,-0.26575638427734372
188,-3.35114502906799320,-0.65648853778839112,-40.67938995361328000,3.09330854492187480,9.34337197875976480,-0.24420856933593748
189,-3.38167929649353040,-0.63358777761459352,-40.48854827880859200,2.76051451416015600,9.44991395263671840,-0.24899697265625000
190,-3.41221380233764640,-0.65648853778839112,-40.80152511596680000,2.40856687011718720,9.54448491821288960,-0.23463176269531248
191,-3.39694666862487800,-0.65648853778839112,-40.41221237182616800,2.06499893188476560,9.62109937133788960,-0.22385785522460936
192,-3.41221380233764640,-0.62595421075820920,-40.57251739501952800,1.70945998535156240,9.69531962280273280,-0.21667525024414060
193,-3.38167929649353040,-0.67175573110580448,-40.45801544189452800,1.36230074462890620,9.73482395019531200,-0.20350714111328124
194,-3.40458011627197280,-0.66412216424942016,-40.67938995361328000,1.00197339477539060,9.79707319335937440,-0.19632453613281248
195,-3.36641216278076160,-0.66412216424942016,-40.68702316284180000,0.65002575073242184,9.81622680664062560,-0.18315642700195312
196,-3.38931298255920400,-0.63358777761459352,-40.56488418579101600,0.29448680419921876,9.83538041992187360,-0.17357962036132812
197,-3.45801520347595200,-0.72519081830978400,-40.45801544189452800,-0.05985504150390626,9.82101520996093600,-0.16998831787109376
198,-3.40458011627197280,-0.68702292442321776,-40.48091506958008000,-0.42497079467773432,9.82101520996093600,-0.15682020874023436
199,-3.38931298255920400,-0.66412216424942016,-40.76335906982421600,-0.77811553955078112,9.81143840332031200,-0.15083470458984374
200,-3.38167929649353040,-0.64885497093200680,-40.48854827880859200,-1.13126028442382800,9.76475147094726560,-0.13407529296874998
201,-3.38167929649353040,-0.67175573110580448,-40.67938995361328000,-1.48560213012695300,9.72045874023437440,-0.13407529296874998
202,-3.36641216278076160,-0.64122140407562256,-40.60305404663085600,-1.83395847167968720,9.66060369873046720,-0.12330138549804686
203,-3.35877871513366680,-0.64885497093200680,-40.50381851196288800,-2.18830031738281240,9.58758054809570240,-0.10654197387695312
204,-3.38931298255920400,-0.64885497093200680,-40.76335906982421600,-2.53545955810546840,9.49660088500976640,-0.10773907470703124
205,-3.38931298255920400,-0.64885497093200680,-40.48854827880859200,-2.87543619384765640,9.39125601196288960,-0.09097966308593750
206,-3.42748093605041520,-0.68702292442321776,-40.57251739501952800,-3.21780703125000000,9.28830534057617120,-0.08738836059570312
207,-3.38167929649353040,-0.64122140407562256,-40.60305404663085600,-3.55419236450195320,9.15782135009765600,-0.07541735229492188
208,-3.37404584884643560,-0.63358777761459352,-40.29771041870116800,-3.88459219360351520,9.02374605712890560,-0.07062894897460938
209,-3.41221380233764640,-0.63358777761459352,-40.43511581420898400,-4.20780941772460880,8.87051715087890560,-0.05746083984375000
210,-3.30534362792968760,-0.58778625726699832,-40.33587646484375200,-4.52504113769531200,8.71609114379882720,-0.04548983154296876
211,-3.46564888954162600,-0.65648853778839112,-40.89313125610351200,-4.83987865600585920,8.56286223754882720,-0.04548983154296876
212,-3.41221380233764640,-0.61832058429718016,-40.51145172119140800,-5.15112487182617120,8.36414349975585760,-0.02513911743164063
213,-3.39694666862487800,-0.64885497093200680,-40.58778762817383200,-5.44680877685546880,8.17021316528320320,-0.02633621826171875
214,-3.41221380233764640,-0.64122140407562256,-40.54961776733398400,-5.74009848022460880,7.96072052001953120,-0.01436520996093750
215,-3.41221380233764640,-0.62595421075820920,-40.48854827880859200,-6.02740267944335920,7.75601627807617120,-0.00957680664062500
216,-3.41221380233764640,-0.61832058429718016,-40.70992279052734400,-6.30991847534179680,7.53096132202148320,-0.00239420166015625
217,-3.41221380233764640,-0.64885497093200680,-40.34351348876952800,-6.56849225463867200,7.28914695434570240,0.01077390747070313
218,-3.41221380233764640,-0.67175573110580448,-40.71755599975585600,-6.83185443725585920,7.05810649414062480,0.00598550415039063
219,-3.38931298255920400,-0.64122140407562256,-40.64885330200195200,-7.08444271240234320,6.80192691650390560,0.01556231079101563
220,-3.40458011627197280,-0.65648853778839112,-40.57251739501952800,-7.32027157592773440,6.53736763305664080,0.03112462158203125
221,-3.43511462211608880,-0.64885497093200680,-40.48854827880859200,-7.55729754028320160,6.25485183715820240,0.02394201660156250
222,-3.38167929649353040,-0.64885497093200680,-40.35114669799804800,-7.77756409301757760,5.98191284790039040,0.03950432739257812
223,-3.41221380233764640,-0.64885497093200680,-40.78625869750976800,-7.99543644409179520,5.70418545532226480,0.03351882324218750
224,-3.32061076164245600,-0.64885497093200680,-40.21374130249023200,-8.19415518188476480,5.39772764282226560,0.05506663818359376
225,-3.41221380233764640,-0.67175573110580448,-40.68702316284180000,-8.38808551635742080,5.10922634277343680,0.05626373901367188
226,-3.39694666862487800,-0.64885497093200680,-40.34351348876952800,-8.57363614501953120,4.78960042114257760,0.05386953735351562
227,-3.38167929649353040,-0.62595421075820920,-40.64885330200195200,-8.73045635375976480,4.48553681030273360,0.06344634399414062
228,-3.40458011627197280,-0.64885497093200680,-40.61832046508788800,-8.89086786499023360,4.16231958618164000,0.05626373901367188
