n_samples,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z
498,-2.55725193023681640,-0.65648853778839112,-7.84732818603515680,-0.11372457885742186,9.90241806640624960,-0.16519991455078122
499,-2.95419859886169440,-0.65648853778839112,-21.85496139526367200,-0.21667525024414060,9.92636008300781120,-0.16639701538085936
500,-3.18320608139038080,-0.65648853778839112,-31.73282432556152400,-0.44053310546875000,9.89762966308593600,-0.15083470458984374
501,-3.40458011627197280,-0.63358777761459352,-39.96946716308593600,-0.74579381713867184,9.85453403320312480,-0.15562310791015624
502,-3.38931298255920400,-0.62595421075820920,-40.47328186035156000,-1.10372696533203120,9.76235726928711040,-0.14245499877929688
503,-3.41221380233764640,-0.68702292442321776,-40.45801544189452800,-1.45926591186523420,9.72405004272460800,-0.13168109130859374
504,-3.39694666862487800,-0.67175573110580448,-40.61832046508788800,-1.80762225341796880,9.65820949707031200,-0.11971008300781250
505,-3.36641216278076160,-0.67938929796218872,-40.54198455810547200,-2.15956989746093760,9.59476315307617120,-0.10893617553710936
506,-3.38931298255920400,-0.64885497093200680,-40.74045944213867200,-2.50194073486328120,9.51096609497070240,-0.10534487304687500
507,-3.39694666862487800,-0.63358777761459352,-40.48091506958008000,-2.85628258056640640,9.40202991943359360,-0.08978256225585938
508,-3.45038175582885760,-0.65648853778839112,-40.53435134887695200,-3.19147081298828080,9.29069954223632640,-0.08978256225585938
509,-3.41221380233764640,-0.63358777761459352,-40.59542083740234400,-3.52785614624023400,9.17218656005859360,-0.07541735229492188
510,-3.41221380233764640,-0.61068701744079592,-40.28244400024414400,-3.85825597534179680,9.03092866210937440,-0.06464344482421874
511,-3.41221380233764640,-0.65648853778839112,-40.48091506958008000,-4.18386740112304720,8.88368526000976480,-0.06105214233398438
512,-3.30534362792968760,-0.60305345058441160,-40.64885330200195200,-4.50109912109375040,8.73404765624999840,-0.04548983154296876
513,-3.49618315696716320,-0.69465649127960208,-40.92366409301757600,-4.81354243774414080,8.57363614501953120,-0.04309562988281250
514,-3.41221380233764640,-0.65648853778839112,-40.45801544189452800,-5.12718285522460880,8.37611450805664000,-0.03112462158203125
515,-3.38931298255920400,-0.65648853778839112,-40.45038223266601600,-5.42286676025390640,8.18936677856445280,-0.02513911743164063
516,-3.38167929649353040,-0.65648853778839112,-40.56488418579101600,-5.71376226196289040,7.98346543579101600,-0.01556231079101563
517,-3.39694666862487800,-0.64122140407562256,-40.48854827880859200,-6.00226356201171840,7.77397279052734400,-0.00957680664062500
518,-3.41984724998474120,-0.65648853778839112,-40.63358688354492000,-6.28238515624999920,7.54293233032226560,-0.00598550415039063
519,-3.42748093605041520,-0.67938929796218872,-40.34351348876952800,-6.54574733886718720,7.30590636596679680,0.00598550415039063
520,-3.41221380233764640,-0.67175573110580448,-40.63358688354492000,-6.81270082397460880,7.06768330078124960,0.01197100830078125
521,-3.37404584884643560,-0.62595421075820920,-40.83969497680664000,-7.05930359497070320,6.82706603393554640,0.02035071411132812
522,-3.41221380233764640,-0.64885497093200680,-40.54198455810547200,-7.30590636596679680,6.55652124633789040,0.02394201660156250
523,-3.41221380233764640,-0.64885497093200680,-40.74045944213867200,-7.54053812866210880,6.28358225708007840,0.03232172241210937
524,-3.38931298255920400,-0.64122140407562256,-40.49618148803711200,-7.75960758056640480,6.00226356201171840,0.03711012573242188
525,-3.41221380233764640,-0.63358777761459352,-40.74809265136718400,-7.97628283081054560,5.72453616943359280,0.04189852905273437
526,-3.31297707557678240,-0.61832058429718016,-40.26717758178711200,-8.17500156860351520,5.42406386108398400,0.04548983154296876
527,-3.42748093605041520,-0.65648853778839112,-40.65649032592773600,-8.36534060058593600,5.13436546020507760,0.05386953735351562
528,-3.41221380233764640,-0.63358777761459352,-40.41221237182616800,-8.55089122924804640,4.81473953857421840,0.04908113403320312
529,-3.38931298255920400,-0.64885497093200680,-40.73282623291016000,-8.71728824462890560,4.50229622192382800,0.06224924316406250
530,-3.40458011627197280,-0.66412216424942016,-40.55725097656249600,-8.87650265502929760,4.18506450195312480,0.06105214233398438
531,-3.40458011627197280,-0.62595421075820920,-40.47328186035156000,-9.02494315795898240,3.86304437866210880,0.07302315063476562
532,-3.41221380233764640,-0.67175573110580448,-40.74809265136718400,-9.15901845092773440,3.53384165039062480,0.06584054565429688
533,-3.41984724998474120,-0.62595421075820920,-40.61832046508788800,-9.27992563476562400,3.19745631713867160,0.07541735229492188
534,-3.41984724998474120,-0.66412216424942016,-40.57251739501952800,-9.39005891113281120,2.84909997558593720,0.07422025146484376
535,-3.40458011627197280,-0.61068701744079592,-40.54961776733398400,-9.48462987670898400,2.51391174316406240,0.07661445312500000
536,-3.39694666862487800,-0.65648853778839112,-40.61068725585937600,-9.56962403564452960,2.16555540161132800,0.08140285644531250
537,-3.38167929649353040,-0.66412216424942016,-40.62595367431640800,-9.64025298461914080,1.81959326171874960,0.08020575561523438
538,-3.40458011627197280,-0.62595421075820920,-40.48854827880859200,-9.70010802612304640,1.46405431518554680,0.08619125976562500
539,-3.38167929649353040,-0.63358777761459352,-40.70228958129883200,-9.74559785766601440,1.11330377197265620,0.08858546142578126
540,-3.45038175582885760,-0.67938929796218872,-40.30534362792968800,-9.77552537841796960,0.74579381713867184,0.08140285644531250
541,-3.41984724998474120,-0.62595421075820920,-40.75572586059570400,-9.80665000000000000,0.40581718139648440,0.08858546142578126
542,-3.41984724998474120,-0.62595421075820920,-40.42748260498047200,-9.81143840332031200,0.04189852905273437,0.08619125976562500
543,-3.43511462211608880,-0.64122140407562256,-40.42748260498047200,-9.81143840332031200,-0.32321722412109372,0.08140285644531250
544,-3.41221380233764640,-0.65648853778839112,-40.47328186035156000,-9.78629928588867040,-0.67396776733398432,0.08738836059570312
545,-3.41984724998474120,-0.61068701744079592,-40.48854827880859200,-9.75876596679687360,-1.02950671386718740,0.07661445312500000
546,-3.41221380233764640,-0.64885497093200680,-40.62595367431640800,-9.70968483276367040,-1.38145435791015620,0.08978256225585938
547,-3.38931298255920400,-0.65648853778839112,-40.51145172119140800,-9.66060369873046720,-1.73699330444335920,0.07422025146484376
548,-3.40458011627197280,-0.63358777761459352,-40.64122009277344000,-9.58039794311523360,-2.07936414184570320,0.08379705810546874
549,-3.39694666862487800,-0.65648853778839112,-40.54198455810547200,-9.50737479248046720,-2.43131178588867200,0.07182604980468750
550,-3.43511462211608880,-0.60305345058441160,-40.58015441894531200,-9.40083281860351520,-2.76650001831054640,0.07422025146484376
551,-3.40458011627197280,-0.64122140407562256,-40.51145172119140800,-9.30267055053710880,-3.11006795654296880,0.06943184814453126
552,-3.41221380233764640,-0.62595421075820920,-40.48854827880859200,-9.17817206420898240,-3.44884749145507760,0.06224924316406250
553,-3.35114502906799320,-0.59541982412338256,-40.88549804687500000,-9.05367357788085920,-3.77206471557617120,0.06943184814453126
554,-3.41221380233764640,-0.70992368459701536,-40.56488418579101600,-8.90044467163085920,-4.11563265380859360,0.05626373901367188
555,-3.37404584884643560,-0.65648853778839112,-40.58778762817383200,-8.74482156372070240,-4.42328756713867120,0.05865794067382812
556,-3.41984724998474120,-0.63358777761459352,-40.46564865112304800,-8.58560715332031200,-4.75129319458007760,0.04429273071289063
557,-3.41221380233764640,-0.63358777761459352,-40.48854827880859200,-8.40245072631835840,-5.04338579711914000,0.04309562988281250
558,-3.40458011627197280,-0.63358777761459352,-40.72518920898437600,-8.21091459350585920,-5.35463201293945280,0.03351882324218750
559,-3.39694666862487800,-0.65648853778839112,-40.53435134887695200,-8.01339295654296960,-5.64911881713867200,0.02992752075195313
560,-3.38167929649353040,-0.64885497093200680,-40.57251739501952800,-7.80629451293945280,-5.94001431884765520,0.02633621826171875
561,-3.41221380233764640,-0.63358777761459352,-40.41984558105468800,-7.58363375854492160,-6.22133301391601520,0.01915361328125000
562,-3.41984724998474120,-0.65648853778839112,-40.59542083740234400,-7.35498750000000000,-6.49187780151367120,0.01077390747070313
563,-3.38931298255920400,-0.62595421075820920,-40.58778762817383200,-7.10359632568359360,-6.75763418579101520,0.00119710083007813
564,-3.38167929649353040,-0.62595421075820920,-40.54198455810547200,-6.85819065551757760,-7.00663115844726560,-0.00359130249023438
565,-3.38931298255920400,-0.63358777761459352,-40.43511581420898400,-6.59602557373046880,-7.25083972778320320,-0.00478840332031250
566,-3.38931298255920400,-0.65648853778839112,-40.59542083740234400,-6.33266339111328080,-7.48786569213867040,-0.01795651245117188
567,-3.34351134300231920,-0.62595421075820920,-40.35114669799804800,-6.05613309936523440,-7.72010325317382720,-0.02753331909179688
568,-3.40458011627197280,-0.65648853778839112,-40.65649032592773600,-5.76882890014648400,-7.92361039428710880,-0.03232172241210937
569,-3.40458011627197280,-0.60305345058441160,-40.45038223266601600,-5.47673629760742080,-8.14387694702148480,-0.03471592407226563
570,-3.38167929649353040,-0.60305345058441160,-40.63358688354492000,-5.17267268676757760,-8.33062467651367200,-0.04429273071289063
571,-3.39694666862487800,-0.60305345058441160,-40.52671813964844000,-4.87220037841796800,-8.50779559936523520,-0.05985504150390626
572,-3.39694666862487800,-0.62595421075820920,-40.46564865112304800,-4.56095416259765600,-8.67778391723632800,-0.06464344482421874
573,-3.41984724998474120,-0.63358777761459352,-40.57251739501952800,-4.24252534179687520,-8.84058963012695360,-0.07302315063476562
574,-3.41221380233764640,-0.65648853778839112,-40.63358688354492000,-3.91571681518554720,-8.99621273803710880,-0.07781155395507812
575,-3.35877871513366680,-0.63358777761459352,-40.60305404663085600,-3.58651408691406240,-9.12789382934570240,-0.08978256225585938
576,-3.35877871513366680,-0.61068701744079592,-40.48854827880859200,-3.25611425781250000,-9.26077202148437440,-0.10534487304687500
577,-3.38931298255920400,-0.64122140407562256,-40.52671813964844000,-2.91374342041015640,-9.37329949951171840,-0.10773907470703124
578,-3.41221380233764640,-0.65648853778839112,-40.73282623291016000,-2.57017548217773400,-9.46547626342773440,-0.11971008300781250
579,-3.41221380233764640,-0.65648853778839112,-40.52671813964844000,-2.22062203979492160,-9.56124432983398400,-0.13168109130859374
580,-3.38167929649353040,-0.60305345058441160,-40.89313125610351200,-1.86867439575195280,-9.62828197631835840,-0.13168109130859374
581,-3.47328233718872080,-0.65648853778839112,-40.16793823242187200,-1.51672675170898420,-9.71447323608398400,-0.15203180541992186
582,-3.43511462211608880,-0.64122140407562256,-40.62595367431640800,-1.16956751098632820,-9.73721815185546880,-0.14963760375976562
583,-3.39694666862487800,-0.61068701744079592,-40.64885330200195200,-0.80684595947265632,-9.79228479003906240,-0.16519991455078122
584,-3.26717567443847640,-0.62595421075820920,-34.87022781372070400,-0.46686932373046872,-9.88326445312500000,-0.17717092285156250
585,-3.00000000000000000,-0.64122140407562256,-25.25190925598144400,-0.19153613281250000,-9.89762966308593600,-0.17956512451171874
586,-2.73282432556152360,-0.65648853778839112,-14.84732818603515600,-0.01795651245117188,-9.89762966308593600,-0.18195932617187500
587,-2.48091602325439440,-0.68702292442321776,-4.54198455810546880,0.08259995727539062,-9.89762966308593600,-0.18794483032226560
588,-2.38167929649353040,-0.68702292442321776,-0.85496181249618528,0.09576806640625000,-9.81622680664062560,-0.19632453613281248
589,-2.38167929649353040,-0.68702292442321776,-0.67175573110580448,0.09097966308593750,-9.82580361328124960,-0.18674772949218748
590,-2.39694666862487800,-0.67175573110580448,-0.65648853778839112,0.09935936889648436,-9.82101520996093600,-0.19033903198242184
591,-2.38931298255920400,-0.67175573110580448,-0.65648853778839112,0.10414777221679688,-9.82101520996093600,-0.19033903198242184
592,-2.37404584884643560,-0.66412216424942016,-0.65648853778839112,0.09576806640625000,-9.81622680664062560,-0.19033903198242184
593,-2.36641216278076160,-0.67938929796218872,-0.65648853778839112,0.09696516723632812,-9.82101520996093600,-0.19033903198242184
594,-2.39694666862487800,-0.67938929796218872,-0.65648853778839112,0.09935936889648436,-9.81622680664062560,-0.18555062866210936
595,-2.35114502906799320,-0.68702292442321776,-0.64885497093200680,0.09816226806640624,-9.82580361328124960,-0.18914193115234372
596,-2.38167929649353040,-0.68702292442321776,-0.63358777761459352,0.10055646972656250,-9.81622680664062560,-0.18315642700195312
597,-2.37404584884643560,-0.69465649127960208,-0.65648853778839112,0.09576806640625000,-9.82101520996093600,-0.19033903198242184
598,-2.35114502906799320,-0.68702292442321776,-0.66412216424942016,0.10295067138671874,-9.82101520996093600,-0.19512743530273436
599,-2.35114502906799320,-0.68702292442321776,-0.67938929796218872,0.09816226806640624,-9.81622680664062560,-0.18195932617187500
600,-2.37404584884643560,-0.67175573110580448,-0.66412216424942016,0.10055646972656250,-9.82580361328124960,-0.19033903198242184
601,-2.37404584884643560,-0.68702292442321776,-0.66412216424942016,0.09097966308593750,-9.82101520996093600,-0.18555062866210936
602,-2.38167929649353040,-0.67938929796218872,-0.67175573110580448,0.09576806640625000,-9.82101520996093600,-0.19632453613281248
603,-2.39694666862487800,-0.68702292442321776,-0.66412216424942016,0.09935936889648436,-9.82101520996093600,-0.19033903198242184
604,-2.37404584884643560,-0.65648853778839112,-0.66412216424942016,0.09576806640625000,-9.82101520996093600,-0.19033903198242184
605,-2.38931298255920400,-0.68702292442321776,-0.67938929796218872,0.09935936889648436,-9.81622680664062560,-0.19153613281250000
606,-2.40458011627197280,-0.69465649127960208,-0.64885497093200680,0.09816226806640624,-9.82101520996093600,-0.18435352783203124
607,-2.37404584884643560,-0.68702292442321776,-0.67938929796218872,0.09576806640625000,-9.82101520996093600,-0.19632453613281248
608,-2.37404584884643560,-0.68702292442321776,-0.68702292442321776,0.09576806640625000,-9.82101520996093600,-0.18315642700195312
609,-2.39694666862487800,-0.67175573110580448,-0.65648853778839112,0.10414777221679688,-9.82101520996093600,-0.19033903198242184
610,-2.38931298255920400,-0.68702292442321776,-0.67175573110580448,0.09935936889648436,-9.82101520996093600,-0.19153613281250000
611,-2.37404584884643560,-0.67175573110580448,-0.65648853778839112,0.09576806640625000,-9.81622680664062560,-0.18555062866210936
612,-2.37404584884643560,-0.67938929796218872,-0.65648853778839112,0.09576806640625000,-9.82580361328124960,-0.19033903198242184
613,-2.37404584884643560,-0.68702292442321776,-0.65648853778839112,0.09576806640625000,-9.82101520996093600,-0.19033903198242184
614,-2.37404584884643560,-0.68702292442321776,-0.65648853778839112,0.09576806640625000,-9.81622680664062560,-0.18555062866210936
615,-2.38931298255920400,-0.68702292442321776,-0.65648853778839112,0.09457096557617186,-9.82580361328124960,-0.19512743530273436
616,-2.37404584884643560,-0.67175573110580448,-0.65648853778839112,0.09576806640625000,-9.82101520996093600,-0.18555062866210936
617,-2.36641216278076160,-0.67938929796218872,-0.65648853778839112,0.10175357055664062,-9.82101520996093600,-0.19512743530273436
618,-2.37404584884643560,-0.68702292442321776,-0.65648853778839112,0.09576806640625000,-9.81143840332031200,-0.18555062866210936
619,-2.38167929649353040,-0.67175573110580448,-0.64885497093200680,0.10055646972656250,-9.82101520996093600,-0.19393033447265624
620,-2.38931298255920400,-0.67175573110580448,-0.68702292442321776,0.09935936889648436,-9.82580361328124960,-0.18315642700195312
621,-2.40458011627197280,-0.67175573110580448,-0.67938929796218872,0.10295067138671874,-9.81622680664062560,-0.18195932617187500
622,-2.37404584884643560,-0.68702292442321776,-0.65648853778839112,0.10055646972656250,-9.82580361328124960,-0.19512743530273436
623,-2.37404584884643560,-0.69465649127960208,-0.67175573110580448,0.09576806640625000,-9.82101520996093600,-0.18195932617187500
624,-2.36641216278076160,-0.67175573110580448,-0.65648853778839112,0.10175357055664062,-9.82101520996093600,-0.19033903198242184
625,-2.38167929649353040,-0.68702292442321776,-0.68702292442321776,0.09576806640625000,-9.82101520996093600,-0.18315642700195312
626,-2.38167929649353040,-0.66412216424942016,-0.67938929796218872,0.09576806640625000,-9.81622680664062560,-0.18674772949218748
627,-2.35877871513366680,-0.68702292442321776,-0.64122140407562256,0.10175357055664062,-9.82101520996093600,-0.18914193115234372
628,-2.40458011627197280,-0.65648853778839112,-0.68702292442321776,0.10295067138671874,-9.82101520996093600,-0.18315642700195312
629,-2.33587789535522480,-0.67175573110580448,-0.65648853778839112,0.10414777221679688,-9.82580361328124960,-0.19512743530273436
630,-2.38931298255920400,-0.69465649127960208,-0.64885497093200680,0.09935936889648436,-9.82101520996093600,-0.17956512451171874
631,-2.35114502906799320,-0.67175573110580448,-0.65648853778839112,0.09816226806640624,-9.82580361328124960,-0.19512743530273436
632,-2.38167929649353040,-0.67175573110580448,-0.67938929796218872,0.09097966308593750,-9.82101520996093600,-0.18195932617187500
633,-2.37404584884643560,-0.66412216424942016,-0.67938929796218872,0.10055646972656250,-9.82101520996093600,-0.18195932617187500
634,-2.38931298255920400,-0.68702292442321776,-0.66412216424942016,0.10414777221679688,-9.82101520996093600,-0.19033903198242184
635,-2.38931298255920400,-0.66412216424942016,-0.69465649127960208,0.09457096557617186,-9.82101520996093600,-0.17836802368164062
636,-2.37404584884643560,-0.68702292442321776,-0.65648853778839112,0.10055646972656250,-9.82101520996093600,-0.19991583862304688
637,-2.40458011627197280,-0.67938929796218872,-0.70229005813598632,0.09337386474609374,-9.82101520996093600,-0.18435352783203124
638,-2.35114502906799320,-0.67175573110580448,-0.66412216424942016,0.09337386474609374,-9.82101520996093600,-0.19033903198242184
639,-2.38167929649353040,-0.65648853778839112,-0.68702292442321776,0.09576806640625000,-9.82101520996093600,-0.18794483032226560
640,-2.40458011627197280,-0.67175573110580448,-0.65648853778839112,0.09816226806640624,-9.81622680664062560,-0.18555062866210936
641,-2.36641216278076160,-0.69465649127960208,-0.65648853778839112,0.10175357055664062,-9.82580361328124960,-0.19033903198242184
642,-2.38167929649353040,-0.67175573110580448,-0.65648853778839112,0.10055646972656250,-9.82101520996093600,-0.18555062866210936
643,-2.36641216278076160,-0.68702292442321776,-0.65648853778839112,0.09696516723632812,-9.82101520996093600,-0.19033903198242184
644,-2.38167929649353040,-0.67175573110580448,-0.68702292442321776,0.09097966308593750,-9.81622680664062560,-0.18794483032226560
645,-2.36641216278076160,-0.67175573110580448,-0.67938929796218872,0.09696516723632812,-9.82101520996093600,-0.18195932617187500
646,-2.37404584884643560,-0.67938929796218872,-0.65648853778839112,0.09576806640625000,-9.82101520996093600,-0.19033903198242184
647,-2.37404584884643560,-0.67938929796218872,-0.65648853778839112,0.09097966308593750,-9.82101520996093600,-0.18555062866210936
648,-2.37404584884643560,-0.68702292442321776,-0.65648853778839112,0.10055646972656250,-9.82101520996093600,-0.19033903198242184
649,-2.38167929649353040,-0.68702292442321776,-0.65648853778839112,0.09576806640625000,-9.82101520996093600,-0.19512743530273436
650,-2.36641216278076160,-0.67175573110580448,-0.65648853778839112,0.10175357055664062,-9.82101520996093600,-0.19033903198242184
651,-2.35877871513366680,-0.65648853778839112,-0.65648853778839112,0.09217676391601562,-9.82580361328124960,-0.19033903198242184
652,-2.37404584884643560,-0.67175573110580448,-0.65648853778839112,0.09576806640625000,-9.82101520996093600,-0.18076222534179688
653,-2.37404584884643560,-0.68702292442321776,-0.66412216424942016,0.09576806640625000,-9.82580361328124960,-0.19033903198242184
654,-2.40458011627197280,-0.68702292442321776,-0.65648853778839112,0.09816226806640624,-9.82101520996093600,-0.18555062866210936
655,-2.33587789535522480,-0.69465649127960208,-0.63358777761459352,0.09935936889648436,-9.82580361328124960,-0.18794483032226560
656,-2.37404584884643560,-0.68702292442321776,-0.64122140407562256,0.09576806640625000,-9.82101520996093600,-0.18914193115234372
657,-2.37404584884643560,-0.67175573110580448,-0.64885497093200680,0.09576806640625000,-9.82101520996093600,-0.18914193115234372
658,-2.37404584884643560,-0.67175573110580448,-0.68702292442321776,0.09576806640625000,-9.81622680664062560,-0.18794483032226560
659,-2.39694666862487800,-0.68702292442321776,-0.64885497093200680,0.10414777221679688,-9.82101520996093600,-0.18914193115234372
660,-2.38167929649353040,-0.66412216424942016,-0.65648853778839112,0.10055646972656250,-9.82101520996093600,-0.19033903198242184
661,-2.38167929649353040,-0.66412216424942016,-0.62595421075820920,0.09576806640625000,-9.82101520996093600,-0.18794483032226560
662,-2.37404584884643560,-0.68702292442321776,-0.64122140407562256,0.09576806640625000,-9.82101520996093600,-0.18435352783203124
663,-2.37404584884643560,-0.69465649127960208,-0.66412216424942016,0.09576806640625000,-9.82580361328124960,-0.19512743530273436
664,-2.37404584884643560,-0.68702292442321776,-0.65648853778839112,0.09576806640625000,-9.81622680664062560,-0.18555062866210936
665,-2.38167929649353040,-0.67175573110580448,-0.65648853778839112,0.09576806640625000,-9.82101520996093600,-0.19033903198242184
666,-2.35877871513366680,-0.66412216424942016,-0.62595421075820920,0.09696516723632812,-9.81622680664062560,-0.18315642700195312
667,-2.37404584884643560,-0.67175573110580448,-0.64885497093200680,0.10055646972656250,-9.82101520996093600,-0.18914193115234372
668,-2.37404584884643560,-0.68702292442321776,-0.63358777761459352,0.09576806640625000,-9.82580361328124960,-0.18794483032226560
669,-2.41221380233764640,-0.66412216424942016,-0.65648853778839112,0.09816226806640624,-9.82101520996093600,-0.18555062866210936
670,-2.38167929649353040,-0.66412216424942016,-0.67175573110580448,0.09576806640625000,-9.82580361328124960,-0.19153613281250000
671,-2.38167929649353040,-0.68702292442321776,-0.65648853778839112,0.09576806640625000,-9.81622680664062560,-0.18076222534179688
672,-2.36641216278076160,-0.67938929796218872,-0.66412216424942016,0.09696516723632812,-9.82580361328124960,-0.19033903198242184
673,-2.36641216278076160,-0.68702292442321776,-0.65648853778839112,0.10175357055664062,-9.82101520996093600,-0.19033903198242184
674,-2.38167929649353040,-0.65648853778839112,-0.64885497093200680,0.09576806640625000,-9.81622680664062560,-0.18914193115234372
675,-2.38167929649353040,-0.67175573110580448,-0.66412216424942016,0.09576806640625000,-9.81622680664062560,-0.18555062866210936
676,-2.38167929649353040,-0.67175573110580448,-0.68702292442321776,0.09576806640625000,-9.82101520996093600,-0.18315642700195312
677,-2.35877871513366680,-0.66412216424942016,-0.70229005813598632,0.09696516723632812,-9.82580361328124960,-0.18914193115234372
678,-2.36641216278076160,-0.67175573110580448,-0.65648853778839112,0.10175357055664062,-9.81622680664062560,-0.18555062866210936
679,-2.37404584884643560,-0.68702292442321776,-0.65648853778839112,0.09576806640625000,-9.82101520996093600,-0.19033903198242184
680,-2.38167929649353040,-0.67938929796218872,-0.66412216424942016,0.09576806640625000,-9.81622680664062560,-0.18555062866210936
681,-2.38167929649353040,-0.66412216424942016,-0.68702292442321776,0.09576806640625000,-9.82101520996093600,-0.18794483032226560
682,-2.36641216278076160,-0.66412216424942016,-0.69465649127960208,0.09696516723632812,-9.82580361328124960,-0.18794483032226560
683,-2.38931298255920400,-0.67175573110580448,-0.65648853778839112,0.10414777221679688,-9.81622680664062560,-0.19033903198242184
684,-2.39694666862487800,-0.68702292442321776,-0.68702292442321776,0.09935936889648436,-9.82101520996093600,-0.18315642700195312
685,-2.37404584884643560,-0.68702292442321776,-0.64122140407562256,0.09576806640625000,-9.82101520996093600,-0.18914193115234372
686,-2.37404584884643560,-0.67175573110580448,-0.65648853778839112,0.09576806640625000,-9.82101520996093600,-0.19033903198242184
687,-2.57251906394958480,0.32061070203781128,-0.85496181249618528,0.05147533569335938,-9.82580361328124960,-0.14844050292968750
688,-2.49618315696716320,3.01526713371276840,-0.60305345058441160,0.11971008300781250,-9.84016882324218720,-0.25737667846679684
689,-3.41221380233764640,2.16030526161193840,0.44274809956550600,0.10055646972656250,-9.85453403320312480,-0.12330138549804686
690,-7.67938947677612320,0.96183204650878912,1.22137403488159180,0.12569558715820312,-9.88326445312500000,-0.27293898925781244
691,-13.14503860473632800,-0.22900763154029848,10.27480888366699200,0.03711012573242188,-9.94551369628906240,-0.25258827514648436
692,-17.89312934875488200,-0.80152672529220576,16.63358879089355400,-0.02394201660156250,-9.90720646972656160,-0.44771571044921872
693,-21.71755790710449200,-1.03816795349121100,19.74045753479004000,-0.25139117431640624,-9.82580361328124960,-0.48243163452148432
694,-21.65648841857910000,-0.77099239826202400,19.51908493041992000,-0.40940848388671872,-9.77552537841796960,-0.73382280883789056
695,-22.54198455810546800,-0.63358777761459352,19.84732818603515600,-0.62249243164062496,-9.76475147094726560,-0.87627780761718736
696,-21.92366409301758000,-0.81679391860961920,19.54198455810546800,-0.77572133789062496,-9.71686743774414080,-1.06302553710937480
697,-21.75572586059570400,-0.67175573110580448,19.87022972106933600,-0.96845457153320304,-9.70130512695312480,-1.20907183837890600
698,-21.54198455810546800,-0.28244274854660036,19.61832046508789200,-1.14323129272460940,-9.63666168212890560,-1.40180507202148420
699,-21.53435134887695200,1.74809157848358160,19.47328186035156400,-1.38145435791015620,-9.59236895141601440,-1.50355864257812480
700,-20.96946525573730400,2.41221380233764640,19.78625869750976400,-1.48081372680664060,-9.53131680908203040,-1.73819040527343740
701,-21.61068725585937600,2.76335883140563960,19.85496139526367200,-1.66516725463867180,-9.48462987670898400,-1.91416422729492160
702,-21.67175674438476400,3.18320608139038080,20.32824516296386800,-1.83754977416992200,-9.39843861694335840,-2.05901342773437480
703,-21.45801544189453200,3.54198479652404800,19.64885520935058400,-1.99796128540039040,-9.32302126464843680,-2.24216985473632800
704,-20.91603088378906400,3.78625965118408240,19.80916023254394400,-2.17632930908203120,-9.25598361816406240,-2.38223065185546840
705,-20.51908493041992000,3.98473286628723120,19.70992279052734400,-2.32237561035156240,-9.16859525756836000,-2.58693489379882800
706,-21.24427413940429600,4.58015251159668000,19.84732818603515600,-2.49356102905273400,-9.07881269531250080,-2.71981308593750000
707,-20.96183204650878800,4.87786245346069360,20.12977027893066400,-2.63960733032226520,-8.98304462890624960,-2.88860430297851560
708,-21.07633590698242000,5.30534362792968720,19.43511390686035200,-2.79642753906250000,-8.86333454589843840,-3.05859262084960920
709,-20.77862548828124800,5.60305356979370080,19.95419883728027200,-2.93648833618164040,-8.77355198364257760,-3.21900413208007800
710,-20.48091697692871200,5.87786245346069360,19.67938995361328000,-3.07535203247070320,-8.64665929565429760,-3.38899244995117200
711,-20.25954246520996000,6.13740444183349600,19.87786293029785200,-3.21660993041992160,-8.54011732177734240,-3.54102425537109320
712,-20.32824516296386800,6.56488561630249040,19.97709846496582000,-3.36026203002929640,-8.42519564208984320,-3.70502706909179680
713,-20.52671813964843600,7.03816795349121120,19.47328186035156400,-3.49074602050781240,-8.29231744995117280,-3.85945307617187520
714,-20.09923744201660000,7.25190830230712960,20.09160232543945200,-3.60566770019531200,-8.17500156860351520,-4.02225878906250000
715,-20.09923744201660000,7.67175579071044960,19.65648841857910000,-3.73016618652343760,-8.01698425903320320,-4.17548769531249920
716,-19.93129730224609200,7.93129777908325120,20.04580116271972800,-3.84149656372070320,-7.89128867187500000,-4.33709630737304720
717,-20.00763320922851600,8.44274806976318400,19.70992279052734400,-3.96240374755859360,-7.73207426147460960,-4.48314260864257840
718,-19.75572586059570400,8.67938899993896480,19.37404632568359200,-4.05338341064453120,-7.59321056518554560,-4.64834252319335920
719,-19.65648841857910000,9.03816795349121120,20.04580116271972800,-4.16950219116210880,-7.45554396972656160,-4.79199462280273360
720,-19.41984748840332000,9.33587741851806720,19.56488609313964800,-4.25689055175781200,-7.28316145019531200,-4.94881483154296800
721,-19.16030502319336000,9.59541988372802720,20.01526641845703200,-4.34188471069335840,-7.14310065307617120,-5.09605823364257760
722,-18.88549613952636800,9.89312934875488320,19.74045753479004000,-4.42089336547851520,-6.96233842773437520,-5.24689293823242160
723,-18.64122200012207200,10.16793918609619200,19.53435134887695200,-4.49750781860351520,-6.80671531982421840,-5.39174213867187440
724,-18.73282432556152400,10.70229053497314400,19.97709846496582000,-4.56693966674804640,-6.63552990112304640,-5.53898554077148400
725,-18.55725288391113200,10.92366409301757800,19.51908493041992000,-4.62918890991210960,-6.45955607910156160,-5.68024343872070240
726,-18.13740539550781200,11.07633590698242200,20.03053474426269600,-4.68784685058593680,-6.30393297119140640,-5.82748684082031280
